Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
2017-05-05,-0.04230084997035,-0.021683422038242,-0.03156146179402,0.014882182720132,-1.298755186722,-0.015185260174124,-0.026157759479729,-0.00098204016632752,0.29160397231417,,0.42351598173516
2017-05-04,-0.0078446754265542,-0.0080172076652328,-0.040637450199203,-0.047450285489269,-8.3030303030303,-0.0250690880379,0.53152548401995,-0.029273797520753,-0.1035878068519,,-0.1044776119403
2017-05-03,-0.0077836154893948,-0.019555214723926,0.0011966493817312,0.0065398335315101,-1.311320754717,-0.010353584684509,-0.024027572072917,0.022029548279276,0.34068716094033,,0.18655992236778
2017-05-02,-0.0094448727833462,0.0036559553588608,-0.0210855134713,-0.020574534161491,1.0,-0.006790842064416,1.9767393406007,-0.0048600168406047,,,1.6818477553676
2017-05-01,0.0058162078324933,-0.0028779739063699,-0.001754044045995,-0.0040595399188091,-2.8275862068966,-0.0034802784222738,4.3070900968641,11.508762728902,,,2.6508313539192
2017-04-28,0.00019391118867555,0.0069551777434312,0.017046580773043,0.0056376360808709,-1.7631578947368,0.013322884012539,-0.8604873593859,-0.53248743410568,-0.99102907816045,,-0.92581497797357
2017-04-27,-0.0046323103647945,-0.013343499809379,-0.018100428182172,-0.00733307603242,0.35714285714286,-0.017516843118383,-0.16825173604874,-0.29324611185721,2.8128563003735,,-0.14417131654351
2017-04-26,0.0040697674418605,0.0013361328497805,0.0015594541910332,-0.0053742802303263,-1.56,0.0042528513435145,-0.25326153610302,-0.29991406763383,0.1997641509434,,-0.12704054765666
2017-04-25,-0.0097869890616004,-0.0034240060871219,-0.0023337222870479,0.0096899224806202,-2.3888888888889,-0.0038513383400732,0.020522307791593,-0.15790862693518,2.3359559402046,,-0.26537717601547
2017-04-24,-0.016792452830189,-0.013510977669356,-0.0029086678301338,-0.0069284064665127,-0.6504854368932,-0.0080229226361032,-0.23757764438202,-0.15845336562056,-0.44254385964912,,-0.047355813524968
2017-04-21,-0.0016952345074403,-0.0048552754435107,-0.021070615034169,-0.019437629741461,-18.166666666667,-0.014309922801732,-0.11093465823228,-0.13233708067719,-0.66465656714223,,-0.3924773312437
2017-04-20,-0.030850675428989,-0.029891304347826,0.00190186382655,0.0011335726431136,-1.030612244898,-0.017754762345108,-0.082825934715792,-0.080845508201967,-0.59671392134765,,1.447397260274
2017-04-19,-0.011012818198231,-0.0050468637346791,-0.037172678996521,-0.035707779194753,3.1702127659574,-0.01780199818347,0.17341520411104,-0.13254080952416,0.51596079489255,,-0.36560354566785
2017-04-18,-0.0028802880288028,-0.0089317613433369,-0.012298788207632,-0.0084898843930636,,-0.0095358042461317,1.2271782716175,-0.053702796063046,,,6.1427684667908
